未利用地登録年度,番号,所在（区）,町丁目,地番,街区番号,面積（㎡）,土地所管局,財産名称,現状,活用方針,分類基準,処分目途,貸付等の活用状況,備考,マップナビおおさかへのリンク,住居表示,緯度,経度,ジオコード精度
2006,780,西成区,北開１丁目,3‐9,3番,138,都市整備局（区画整理）,肩替地（元木津）,空地,処分検討地,基準１,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=340,大阪府大阪市西成区北開１丁目3番,34.653088,135.490967,街区番号
2006,785,西成区,北開２丁目,6‐6外,4番,528,こども青少年局,もと北開第２児童遊園,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=311,大阪府大阪市西成区北開２丁目4番,34.653137,135.488556,街区番号
2006,788‐1,西成区,千本中１丁目,56‐3外,2番,252,都市整備局（区画整理）,肩替地（天下茶屋）,駐輪場,処分検討地,基準１,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=303,大阪府大阪市西成区千本中１丁目2番,34.634155,135.492447,街区番号
2006,786‐1,西成区,太子１丁目,86外,13番外,66,建設局,太子公園,空地,事業予定地,基準９,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=302,大阪府大阪市西成区太子１丁目13番外,34.647041,135.503372,街区番号
2006,789,西成区,玉出中１丁目,22,14番,1532,経済戦略局,もと玉出公設市場,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=322,大阪府大阪市西成区玉出中１丁目14番,34.62677,135.492569,街区番号
2006,791,西成区,津守２丁目,23‐1外,7番,334,建設局,津守下水処理場用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=323,大阪府大阪市西成区津守２丁目7番,34.642658,135.481873,街区番号
2006,793,西成区,鶴見橋３丁目,10‐18,1番,1509,環境局,もと公害工場跡地（小池鉄工）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=324,大阪府大阪市西成区鶴見橋３丁目1番,34.646393,135.489197,街区番号
2006,792‐1,西成区,鶴見橋３丁目,1‐46外,3番,583,都市整備局,松之宮住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=366,大阪府大阪市西成区鶴見橋３丁目3番,34.645435,135.489151,街区番号
2006,799,西成区,出城３丁目,4‐1内,3番,361,都市整備局,出城第１住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=327,大阪府大阪市西成区出城３丁目3番,34.650501,135.488525,街区番号
2006,796,西成区,出城３丁目,4‐1内,3番,85,都市整備局,もと出城住宅付帯施設用地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=325,大阪府大阪市西成区出城３丁目3番,34.650501,135.488525,街区番号
2006,797,西成区,出城３丁目,5‐12外,6番,409,建設局,出城西公園,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=326,大阪府大阪市西成区出城３丁目6番,34.650024,135.48642,街区番号
2006,805,西成区,天下茶屋東２丁目,22内,2番,839,建設局,道路（西成）,空地,継続保有地,基準５,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=342,大阪府大阪市西成区天下茶屋東２丁目2番,34.638985,135.504074,街区番号
2006,807‐4,西成区,長橋２丁目,2‐7外,4番,4684,都市整備局,長橋住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=821,大阪府大阪市西成区長橋２丁目4番,34.648434,135.491745,街区番号
2006,807‐1,西成区,長橋２丁目,4‐32外,1番外,477,都市整備局（住環境整備課）,長橋住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=343,大阪府大阪市西成区長橋２丁目1番外,34.648994,135.492523,街区番号
2006,808,西成区,長橋３丁目,3‐4,8番,645,市民局,もと西成地区公共施設建設用地,駐車場,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=350,大阪府大阪市西成区長橋３丁目8番,34.649261,135.486145,街区番号
2006,809,西成区,長橋３丁目,5‐4外,5番,418,こども青少年局,もと長橋第６保育所,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=351,大阪府大阪市西成区長橋３丁目5番,34.64753,135.488159,街区番号
2006,811,西成区,中開１丁目,3‐5外,3番,1286,環境局,公害工場跡地（ダイヤ産業）,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=352,大阪府大阪市西成区中開１丁目3番,34.651566,135.49408,街区番号
2006,813,西成区,中開３丁目,2‐11,6番,808,環境局,もと公害工場跡地（浪速塗装）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=353,大阪府大阪市西成区中開３丁目6番,34.651794,135.48642,街区番号
2006,815,西成区,中開３丁目,4‐12外,6番,493,都市整備局（住環境整備課）,中開住宅,資材置場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=310,大阪府大阪市西成区中開３丁目6番,34.651794,135.48642,街区番号
2006,816,西成区,中開３丁目,7‐5,6番,516,建設局,道路（西成）（管財課）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=281,大阪府大阪市西成区中開３丁目6番,34.651794,135.48642,街区番号
2006,817,西成区,梅南３丁目,3‐46,8番,647,建設局,梅南公園,空地（残地物あり）,事業予定地,基準９,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=307,大阪府大阪市西成区梅南３丁目8番,34.642422,135.485596,街区番号
2006,818,西成区,萩之茶屋１丁目,9‐9,9番,1774,建設局,萩之茶屋公園,夜間緊急避難所,事業予定地,基準９,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=308,大阪府大阪市西成区萩之茶屋１丁目9番,34.648411,135.501312,街区番号
2006,819,西成区,萩之茶屋３丁目,9‐12,9番,317,都市整備局（区画整理）,肩替地（萩之茶屋）,空地,処分検討地,基準１,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=309,大阪府大阪市西成区萩之茶屋３丁目9番,34.643753,135.499435,街区番号
2006,824‐1,西成区,松１丁目,1‐27,8番,319,健康局,もと母子センター公舎,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=355,大阪府大阪市西成区松１丁目8番,34.64122,135.493286,街区番号
2006,823,西成区,松１丁目,1‐43,8番,178,経済戦略局,もと梅南公設市場荷捌場,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=354,大阪府大阪市西成区松１丁目8番,34.64122,135.493286,街区番号
2006,828,西成区,南津守２丁目,21内,1番,3585,計画調整局,南津守公共施設,空地,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=356,大阪府大阪市西成区南津守２丁目1番,34.635113,135.482117,街区番号
2006,829,西成区,南津守２丁目,21内外,1番,5000,都市整備局,南津守公共施設,空地,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=358,大阪府大阪市西成区南津守２丁目1番,34.635113,135.482117,街区番号
2006,835,西成区,南開２丁目,1‐4,6番,330,都市整備局,出城通第３住宅,資材置場,事業予定地,基準９,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=328,大阪府大阪市西成区南開２丁目6番,34.650749,135.48645,街区番号
2006,838‐3,西成区,南開２丁目,41‐42,1番,80,都市整備局,もと西成地区住宅関連施設,空地,処分検討地,基準１,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=707,大阪府大阪市西成区南開２丁目1番,34.651554,135.489716,街区番号
2006,838‐1,西成区,南開２丁目,41‐9,1番,175,都市整備局,もと西成地区住宅関連施設,空地,処分検討地,基準１,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=706,大阪府大阪市西成区南開２丁目1番,34.651554,135.489716,街区番号
2006,840‐1,和泉市,伯太町３丁目,161‐2内外,12番,27804,こども青少年局,もと青少年憩の家藤沢会館,空地,処分検討地,基準１,A,貸付可能,,,大阪府大阪市和泉市伯太町３丁目12番,34.69389,135.502228,街区番号
2006,847,東大阪市,東豊浦町,1404外,,17542,契約管財局,もと枚岡健康学園,空地,処分検討地,基準２,B,貸付不可,,,大阪府大阪市東大阪市東豊浦町,34.622059,135.526688,街区番号
2007,856,北区,中之島４丁目,32‐12内,3番,157,計画調整局,もと中之島阪大周辺用地先行取得事業用地,工事ヤード,継続保有地,基準４,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=584,大阪府大阪市北区中之島４丁目3番,34.692181,135.490524,街区番号
2007,880,此花区,酉島１丁目,53‐1外,3番,26604,教育委員会,もと此花総合高等学校,建物あり,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=79,大阪府大阪市此花区酉島１丁目3番,34.685413,135.445923,街区番号
2007,885,西区,千代崎３丁目,1‐6外,3番,2370,環境局,岩崎橋仮設駐車場,駐車場／空地,継続保有地,基準５,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=273,大阪府大阪市西区千代崎３丁目3番,34.667404,135.47464,街区番号
2007,890,港区,福崎２丁目,10‐9内,10番,374,大阪港湾局（管財課）,もと第１建設事務所潜水基地詰所,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=62,大阪府大阪市港区福崎２丁目10番,34.64986,135.449738,街区番号
2007,897,浪速区,木津川２丁目,1‐21,3番,613,福祉局,もと浪速第5温泉,空地,処分検討地,基準１,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=644,大阪府大阪市浪速区木津川２丁目3番,34.658669,135.483887,街区番号
2007,904,淀川区,十八条２丁目,312‐1外,18番,1501,都市整備局（区画整理）,三国地域再開発事業用地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=596,大阪府大阪市淀川区十八条２丁目18番,34.750046,135.491119,街区番号
2007,909,東淀川区,大桐１丁目,1‐6,1番,181,契約管財局,だいどう豊里東用地,喫煙所,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=515,大阪府大阪市東淀川区大桐１丁目1番,34.743626,135.545181,街区番号
2007,919,城東区,古市３丁目,34‐10,16番,192,契約管財局,新森古市南用地,喫煙所,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=164,大阪府大阪市城東区古市３丁目16番,34.714825,135.559158,街区番号
2007,920‐1,鶴見区,今津中１丁目,1‐5外,1番,1166,こども青少年局,にじのき保育園,空地,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=402,大阪府大阪市鶴見区今津中１丁目1番,34.693027,135.566925,街区番号
2007,928,住吉区,庭井２丁目,142‐5,19番,304,建設局,大和川公園,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=88,大阪府大阪市住吉区庭井２丁目19番,34.594048,135.515884,街区番号
2007,932‐11,平野区,長吉六反２丁目,1021内,1番,248,都市整備局,もと長吉六反住宅,空地,処分検討地,基準２,A,貸付不可,平野区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=578,大阪府大阪市平野区長吉六反２丁目1番,34.608009,135.578415,街区番号
2007,932‐13,平野区,長吉六反２丁目,1021内,1番,471,都市整備局,もと長吉六反住宅,空地,事業予定地,基準９,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=860,大阪府大阪市平野区長吉六反２丁目1番,34.608009,135.578415,街区番号
2007,933,平野区,西脇１丁目,16‐8,16番,893,環境局,もと平野詰所,駐車場,処分検討地,基準１,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=565,大阪府大阪市平野区西脇１丁目16番,34.629379,135.545868,街区番号
2007,938,西成区,鶴見橋２丁目,4‐46外,11番,1499,こども青少年局,もと松之宮北保育所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=357,大阪府大阪市西成区鶴見橋２丁目11番,34.646442,135.490936,街区番号
2008,951,都島区,都島中通２丁目,28‐4内,21番,355,建設局,都島公園,空地,事業予定地,基準８,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=425,大阪府大阪市都島区都島中通２丁目21番,34.70509,135.531174,街区番号
2008,958,此花区,伝法１丁目,1‐9内,4番,1640,都市整備局（住環境整備課）,高見地区整備事業用地,建物あり,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=80,大阪府大阪市此花区伝法１丁目4番,34.687584,135.459335,街区番号
2008,969,大正区,鶴町２丁目,125‐4内,22番,19374,大阪港湾局（販売促進課）,もと鶴浜車庫用地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=383,大阪府大阪市大正区鶴町２丁目22番,34.638317,135.451569,街区番号
2008,966‐2,大正区,鶴町２丁目,20‐11,20番,1609,大阪港湾局（販売促進課）,もと鶴町事務所,空地,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=386,大阪府大阪市大正区鶴町２丁目20番,34.637913,135.452911,街区番号
2008,966‐3,大正区,鶴町２丁目,20‐6外,20番,3845,大阪港湾局（販売促進課）,もと鶴町事務所、防潮堤敷地,空地,継続保有地,基準５,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=385,大阪府大阪市大正区鶴町２丁目20番,34.637913,135.452911,街区番号
2008,966‐1,大正区,鶴町２丁目,20‐9外,20番,3773,大阪港湾局（販売促進課）,もと鶴町事務所、防潮堤敷地,空地,継続保有地,基準５,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=384,大阪府大阪市大正区鶴町２丁目20番,34.637913,135.452911,街区番号
2008,984,浪速区,日本橋５丁目,38‐14,16番,430,都市整備局（住環境整備課）,日本橋住宅（北）,駐車場,継続保有地,基準５,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=647,大阪府大阪市浪速区日本橋５丁目16番,34.65778,135.504303,街区番号
2008,990,東淀川区,西淡路１丁目,8‐19内外,8番,1694,都市整備局,日之出住宅,空地,処分検討地,基準２,B,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=517,大阪府大阪市東淀川区西淡路１丁目8番,34.737415,135.504837,街区番号
2008,992,東淀川区,西淡路２丁目,3‐4,3番,237,福祉局,もと日之出共同作業場,建物あり,処分検討地,基準２,B,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=518,大阪府大阪市東淀川区西淡路２丁目3番,34.735493,135.505875,街区番号
2008,993,東淀川区,西淡路２丁目,3‐4外,3番,401,健康局,もと日之出診療所,建物あり,処分検討地,基準２,B,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=465,大阪府大阪市東淀川区西淡路２丁目3番,34.735493,135.505875,街区番号
2008,994,東淀川区,東中島２丁目,15‐9,15番,511,健康局,もと南方診療所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=519,大阪府大阪市東淀川区東中島２丁目15番,34.728489,135.504852,街区番号
2008,995‐1,生野区,生野東１丁目,1‐21外,1番,1345,都市整備局（住環境整備課）,生野東第1・第2住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=213,大阪府大阪市生野区生野東１丁目1番,34.6507,135.531311,街区番号
2008,996‐2,生野区,中川２丁目,10‐2,9番,2433,契約管財局,もと中川職員公舎1・2号棟,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=253,大阪府大阪市生野区中川２丁目9番,34.660076,135.542603,街区番号
2008,996‐4,生野区,中川２丁目,10‐3,9番,376,生野区役所,中川会館老人憩の家,空地,事業予定地,基準９,,貸付不可,R7活用済,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=859,大阪府大阪市生野区中川２丁目9番,34.660076,135.542603,街区番号
2008,997,旭区,大宮１丁目,2‐4内,1番,257,環境局,もと大宮詰所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=35,大阪府大阪市旭区大宮１丁目1番,34.720947,135.544205,街区番号
2008,998‐1,旭区,清水５丁目,145‐1外,6番,315,健康局,もと両国診療所,建物あり,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=43,大阪府大阪市旭区清水５丁目6番,34.723061,135.564529,街区番号
2008,1011,住吉区,苅田１０丁目,15外,2番,2131,建設局,大和川公園,空地,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=112,大阪府大阪市住吉区苅田１０丁目2番,34.593685,135.514709,街区番号
2008,1019‐1,西成区,旭３丁目,9‐8外,2番,141,都市整備局（住環境整備課）,旭住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=361,大阪府大阪市西成区旭３丁目2番,34.64476,135.489212,街区番号
2008,1021,西成区,北津守３丁目,64‐2内,8番,1698,福祉局,もと社会福祉施設用地（西成区北津守）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=359,大阪府大阪市西成区北津守３丁目8番,34.651497,135.482132,街区番号
2008,1020,西成区,北津守３丁目,90‐1内外,3番,586,健康局,もと北津守診療所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=363,大阪府大阪市西成区北津守３丁目3番,34.651333,135.483536,街区番号
2008,1022‐1,西成区,長橋２丁目,25‐10内,1番,2422,都市整備局（住環境整備課）,長橋住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=362,大阪府大阪市西成区長橋２丁目1番,34.648994,135.492523,街区番号
2008,1022‐2,西成区,長橋２丁目,25‐10内,1番,310,都市整備局,長橋住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=862,大阪府大阪市西成区長橋２丁目1番,34.648994,135.492523,街区番号
2008,1024,西成区,長橋３丁目,15‐1,5番,768,都市整備局（住環境整備課）,長橋住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=364,大阪府大阪市西成区長橋３丁目5番,34.64753,135.488159,街区番号
2008,1023,西成区,長橋３丁目,8‐7外,6番,2276,都市整備局（住環境整備課）,長橋住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=360,大阪府大阪市西成区長橋３丁目6番,34.648956,135.488388,街区番号
2009,1068‐1,浪速区,木津川２丁目,11‐7,3番,6879,都市整備局,浪速第2住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=650,大阪府大阪市浪速区木津川２丁目3番,34.658669,135.483887,街区番号
2009,1068‐2,浪速区,木津川２丁目,11‐8内,3番,7974,都市整備局,もと浪速第2住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=858,大阪府大阪市浪速区木津川２丁目3番,34.658669,135.483887,街区番号
2009,1075‐1,浪速区,浪速西３丁目,3‐1,6番,1267,教育委員会,もと浪速青少年会館（武道館）,建物あり(1075‐2建物の一部）,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=616,大阪府大阪市浪速区浪速西３丁目6番,34.654404,135.486572,街区番号
2009,1075‐2,浪速区,浪速西３丁目,3‐1,6番,1415,教育委員会,もと浪速青少年会館（武道館）,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=617,大阪府大阪市浪速区浪速西３丁目6番,34.654404,135.486572,街区番号
2009,1076‐1,浪速区,浪速東１丁目,1‐16外,1番,8700,教育委員会,もと浪速青少年会館用地,建物あり,継続保有地,基準４,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=618,大阪府大阪市浪速区浪速東１丁目1番,34.657532,135.491486,街区番号
2009,1076‐4,浪速区,浪速東１丁目,1‐23,1番,305,教育委員会,もと浪速青少年会館用地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=713,大阪府大阪市浪速区浪速東１丁目1番,34.657532,135.491486,街区番号
2009,1081,浪速区,日本橋東３丁目,6‐1,9番,492,都市整備局（住環境整備課）,日東住宅住宅地区改良事業用地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=651,大阪府大阪市浪速区日本橋東３丁目9番,34.656174,135.508316,街区番号
2009,1082,西淀川区,大和田６丁目,17‐17外,12番,1970,都市整備局,大和田第2住宅,空地/グラウンド,事業予定地,基準７,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=377,大阪府大阪市西淀川区大和田６丁目12番,34.704746,135.440186,街区番号
2009,1104‐1,生野区,生野東１丁目,20‐20外,9番,627,都市整備局（住環境整備課）,生野東第1住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=222,大阪府大阪市生野区生野東１丁目9番,34.649853,135.5327,街区番号
2009,1111,旭区,清水５丁目,144‐1外,6番,881,福祉局,もと地域活動支援プラザ旭,建物あり,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=38,大阪府大阪市旭区清水５丁目6番,34.723061,135.564529,街区番号
2009,1134,住吉区,帝塚山東５丁目,6‐1外,3番,3167,教育委員会,もと住吉青少年会館,建物あり,継続保有地,基準５,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=113,大阪府大阪市住吉区帝塚山東５丁目3番,34.615238,135.49855,街区番号
