未利用地登録年度,番号,所在（区）,町丁目,地番,街区番号,面積（㎡）,土地所管局,財産名称,現状,活用方針,分類基準,処分目途,貸付等の活用状況,備考,マップナビおおさかへのリンク,住居表示,緯度,経度,ジオコード精度
2016,1705‐2,浪速区,日本橋３丁目,38‐14,2番,585,浪速区役所,日本橋地域防災拠点,建物あり,事業予定地,基準９,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=857,大阪府大阪市浪速区日本橋３丁目2番,34.661915,135.507263,街区番号
2016,1705‐1,浪速区,日本橋３丁目,38‐6,2番,148,こども青少年局,もと日本橋小学校附属幼稚園,空地,事業予定地,基準８,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=623,大阪府大阪市浪速区日本橋３丁目2番,34.661915,135.507263,街区番号
2016,1709‐1,淀川区,十三本町１丁目,26‐4外,2番,178,都市整備局（区画整理）,十三駅西地区対策特別用地,建物あり,処分検討地,基準１,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=604,大阪府大阪市淀川区十三本町１丁目2番,34.72028,135.48201,街区番号
2016,1710,東淀川区,西淡路1丁目,4‐6,4番,2449,市民局,もと市民交流センターひがしよどがわ,建物あり,処分検討地,基準２,B,活用中,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=473,大阪府大阪市東淀川区西淡路1丁目4番,34.736118,135.503555,街区番号
2016,1711,東淀川区,西淡路３丁目,261外,14番,13228,教育委員会,もと西淡路小学校,建物あり,処分検討地,基準２,A,活用中,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=474,大阪府大阪市東淀川区西淡路３丁目14番,34.73946,135.509964,街区番号
2016,1714,東淀川区,東中島３丁目,838‐1,14番,1524,こども青少年局,もとあすか保育所,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=476,大阪府大阪市東淀川区東中島３丁目14番,34.730766,135.50885,街区番号
2016,1715,生野区,生野東３丁目,33‐8外,42番,1283,都市整備局（住環境整備課）,生野東第１住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=225,大阪府大阪市生野区生野東３丁目42番,34.650223,135.534561,街区番号
2016,1718,旭区,生江３丁目,26外,28番,1974,都市整備局,生江住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=40,大阪府大阪市旭区生江３丁目28番,34.728958,135.535873,街区番号
2016,1727,住之江区,平林南２丁目,8‐31,8番,33,大阪港湾局（管財課）,港湾局賃貸地（住之江・一般）,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=142,大阪府大阪市住之江区平林南２丁目8番,34.610409,135.455719,街区番号
2016,1726,住之江区,平林南２丁目,8‐9内,8番,218,大阪港湾局（管財課）,港湾局賃貸地（住之江・一般）,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=145,大阪府大阪市住之江区平林南２丁目8番,34.610409,135.455719,街区番号
2016,1728,住之江区,平林南２丁目,8‐9内,8番,95,大阪港湾局（管財課）,港湾局賃貸地（住之江・一般）,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=143,大阪府大阪市住之江区平林南２丁目8番,34.610409,135.455719,街区番号
2016,1729,住吉区,浅香２丁目,170‐42外,2番,1816,都市整備局（住環境整備課）,浅香第３住宅地区改良事業用地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=103,大阪府大阪市住吉区浅香２丁目2番,34.589836,135.507034,街区番号
2016,1730,住吉区,浅香２丁目,170‐69,1番,9687,市民局,もと市民交流センターすみよし南,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=104,大阪府大阪市住吉区浅香２丁目1番,34.590584,135.507034,街区番号
2016,1731,住吉区,浅香２丁目,番外5‐7外,2番,1506,都市整備局（住環境整備課）,浅香第３住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=118,大阪府大阪市住吉区浅香２丁目2番,34.589836,135.507034,街区番号
2016,1732,住吉区,帝塚山東５丁目,7‐11外,3番,2898,市民局,もと市民交流センターすみよし北,空地,継続保有地,基準５,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=105,大阪府大阪市住吉区帝塚山東５丁目3番,34.615238,135.49855,街区番号
2016,1735,東住吉区,矢田６丁目,190‐1外,7番,1618,東住吉区役所,もと東住吉区役所矢田出張所,建物あり,事業予定地,基準９,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=461,大阪府大阪市東住吉区矢田６丁目7番,34.603031,135.53212,街区番号
2016,1743,平野区,瓜破５丁目,37,3番,1475,こども青少年局,もと瓜破幼稚園,建物あり,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=538,大阪府大阪市平野区瓜破５丁目3番,34.602272,135.553009,街区番号
2016,1738,平野区,喜連東５丁目,154‐2,13番,1561,福祉局,もと社会福祉施設用地(平野区喜連東),空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=545,大阪府大阪市平野区喜連東５丁目13番,34.61002,135.565018,街区番号
2016,1741,平野区,長吉六反５丁目,624‐1外,3番,9726,教育委員会,もと長吉六反小学校,建物あり,処分検討地,基準２,B,貸付不可,平野区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=536,大阪府大阪市平野区長吉六反５丁目3番,34.606281,135.586533,街区番号
2016,1744,西成区,天下茶屋北１丁目,47‐1,1番,450,福祉局,もと救護施設今池平和寮,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=299,大阪府大阪市西成区天下茶屋北１丁目1番,34.644325,135.503143,街区番号
2016,1746‐1,西成区,長橋２丁目,2‐37,4番,184,都市整備局（住環境整備課）,長橋住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=301,大阪府大阪市西成区長橋２丁目4番,34.648434,135.491745,街区番号
2016,1746‐2,西成区,長橋２丁目,2‐37,4番,37,都市整備局,長橋住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=863,大阪府大阪市西成区長橋２丁目4番,34.648434,135.491745,街区番号
2016,1748,守口市,淀江町,1‐5外,7番,1951,水道局,もと庭窪浄水場公舎用地,空地／通路,事業予定地,基準９,,貸付不可,,,大阪府大阪市守口市淀江町7番,34.69389,135.502228,街区番号
2017,1749,北区,長柄西１丁目,9内,1番,504,福祉局,もと更生相談所一時保護所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=587,大阪府大阪市北区長柄西１丁目1番,34.712715,135.513046,街区番号
2017,1750,北区,長柄西１丁目,9内外,1番,2827,福祉局,もと救護・更生施設大淀寮,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=588,大阪府大阪市北区長柄西１丁目1番,34.712715,135.513046,街区番号
2017,1794,浪速区,恵美須西２丁目,13‐1,1番,9142,教育委員会,もと恵美小学校,空地,事業予定地,基準８,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=615,大阪府大阪市浪速区恵美須西２丁目1番,34.653206,135.504623,街区番号
2017,1800,淀川区,加島１丁目,598‐1外,23番,3230,都市整備局,加島南住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=606,大阪府大阪市淀川区加島１丁目23番,34.724358,135.461426,街区番号
2017,1801‐1,淀川区,加島２丁目,87‐52,7番,1461,都市整備局,加島北住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=607,大阪府大阪市淀川区加島２丁目7番,34.731091,135.458984,街区番号
2017,1806,東淀川区,豊里５丁目,14‐9,14番,370,都市整備局（区画整理）,豊里郷土史料館（豊里工区）,建物あり,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=479,大阪府大阪市東淀川区豊里５丁目14番,34.740742,135.542175,街区番号
2017,1811,生野区,生野東３丁目,32外,8番,1014,都市整備局（住環境整備課）,生野東第１住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=227,大阪府大阪市生野区生野東３丁目8番,34.649815,135.534958,街区番号
2017,1817,住之江区,柴谷２丁目,13‐１内外,9番,900,契約管財局,住吉川西バス転回地,駐車場,継続保有地,基準５,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=147,大阪府大阪市住之江区柴谷２丁目9番,34.619831,135.463455,街区番号
2017,1821,住吉区,苅田１０丁目,504‐8内外,11番,174,建設局,道路（住吉）（管財課）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=119,大阪府大阪市住吉区苅田１０丁目11番,34.592167,135.51416,街区番号
2017,1825‐2,平野区,瓜破東２丁目,1001‐1,1番外,2936,都市整備局,瓜破東第３住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=817,大阪府大阪市平野区瓜破東２丁目1番外,34.60828,135.559036,街区番号
2017,1825‐1,平野区,瓜破東２丁目,1001‐2,1番外,915,都市整備局,瓜破東第３住宅,保育所,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=540,大阪府大阪市平野区瓜破東２丁目1番外,34.60828,135.559036,街区番号
2017,1828,平野区,喜連東３丁目,2321‐1内,6番,500,環境局,喜連霊園,空地,事業予定地,基準９,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=547,大阪府大阪市平野区喜連東３丁目6番,34.610825,135.560654,街区番号
2017,1830,平野区,長吉長原東３丁目,940外,10番,11076,契約管財局,もと長吉車庫,建物あり,処分検討地,基準２,A,活用中,平野区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=548,大阪府大阪市平野区長吉長原東３丁目10番,34.599396,135.578491,街区番号
2017,1832,西成区,長橋２丁目,28‐19外,4番,84,都市整備局,長橋住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=306,大阪府大阪市西成区長橋２丁目4番,34.648434,135.491745,街区番号
2017,1835,西成区,南津守２丁目,49‐3,4番,4104,都市整備局,天津橋住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=305,大阪府大阪市西成区南津守２丁目4番,34.632507,135.478729,街区番号
2018,1841,此花区,桜島３丁目,36‐6,3番,1303,大阪港湾局（管財課）,もと防潮扉集中監視装置此花区準監視局,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=87,大阪府大阪市此花区桜島３丁目3番,34.662872,135.429337,街区番号
2018,1875,東淀川区,東中島３丁目,847,14番,1627,建設局,崇禅寺公園,空地,事業予定地,基準８,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=482,大阪府大阪市東淀川区東中島３丁目14番,34.730766,135.50885,街区番号
2018,1879,生野区,桃谷５丁目,16‐79,4番,686,こども青少年局,もと鶴橋保育所,建物あり,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=228,大阪府大阪市生野区桃谷５丁目4番,34.661358,135.538177,街区番号
2018,1880,旭区,生江３丁目,1335‐1外,25番,687,こども青少年局,もと生江保育所,空地,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=44,大阪府大阪市旭区生江３丁目25番,34.729671,135.5345,街区番号
2018,1887,平野区,瓜破東６丁目,1294‐1外,4番,236,環境局,瓜破霊園,資材等置き場,事業予定地,基準８,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=542,大阪府大阪市平野区瓜破東６丁目4番,34.601192,135.563431,街区番号
2018,1886,平野区,長吉出戸７丁目,2133,9番,5702,都市整備局,長吉出戸住宅,空地,処分検討地,基準２,A,貸付可能,平野区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=543,大阪府大阪市平野区長吉出戸７丁目9番,34.610306,135.575989,街区番号
2019,1891,此花区,桜島３丁目,42‐54,5番,229,大阪港湾局（管財課）,港湾局賃貸地（此花・一般）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=680,大阪府大阪市此花区桜島３丁目5番,34.661751,135.42804,街区番号
2019,1892,此花区,伝法１丁目,1‐9内,4番,8384,都市整備局,伝法住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=655,大阪府大阪市此花区伝法１丁目4番,34.687584,135.459335,街区番号
2019,1923,港区,港晴２丁目,105内,‐,764,大阪港湾局（管財課）,もと物揚場敷（港）,車両置場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=698,大阪府大阪市港区港晴２丁目‐,34.654606,135.441559,街区番号
2019,1922,港区,八幡屋４丁目,5‐27,5番,102,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,空地,処分検討地,基準２,A,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=697,大阪府大阪市港区八幡屋４丁目5番,34.651943,135.448318,街区番号
2019,1896,浪速区,浪速西３丁目,6‐10外,10番,1411,こども青少年局,もと浪速第２保育所,建物あり,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=673,大阪府大阪市浪速区浪速西３丁目10番,34.655476,135.486267,街区番号
2019,1897,西淀川区,佃５丁目,117‐3,12番,9701,教育委員会,もと佃南小学校,建物あり,継続保有地,基準５,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=684,大阪府大阪市西淀川区佃５丁目12番,34.713013,135.434769,街区番号
2019,1918,東淀川区,東中島６丁目,1065,12番,330,都市整備局,もと崇禅寺住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=685,大阪府大阪市東淀川区東中島６丁目12番,34.734669,135.510986,街区番号
2019,1902,生野区,生野東１丁目,9‐1内　外,11番外,1709,都市整備局（住環境整備課）,生野東第1住宅地区改良事業用地　外,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=667,大阪府大阪市生野区生野東１丁目11番外,34.649364,135.53212,街区番号
2019,1905,鶴見区,茨田大宮４丁目,496外,3番外,3945,都市整備局,茨田大宮第２住宅,空地,事業予定地,基準７,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=660,大阪府大阪市鶴見区茨田大宮４丁目3番外,34.710739,135.595413,街区番号
2019,1925,住之江区,南港南６丁目,39番内,‐,16000,大阪港湾局（販売促進課）,公園（住之江区南港南）,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=700,大阪府大阪市住之江区南港南６丁目‐,34.613739,135.406647,街区番号
2019,1924,住之江区,平林南２丁目,8‐9内,8番,78,大阪港湾局（管財課）,港湾局賃貸地（住之江）,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=699,大阪府大阪市住之江区平林南２丁目8番,34.610409,135.455719,街区番号
2019,1912,平野区,喜連西１丁目,1073外,15番外,8637,都市整備局,北喜連住宅,空地,事業予定地,基準７,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=663,大阪府大阪市平野区喜連西１丁目15番外,34.616215,135.543625,街区番号
2019,1909,平野区,長吉長原東１丁目,701‐1内,3番,1171,都市整備局,長吉長原北住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=666,大阪府大阪市平野区長吉長原東１丁目3番,34.604416,135.574295,街区番号
2019,1913,西成区,太子１丁目,74‐2,13番,595,こども青少年局,もと東田保育所,建物あり,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=677,大阪府大阪市西成区太子１丁目13番,34.647041,135.503372,街区番号
2019,1921,西成区,出城２丁目,3‐1,3番,360,経済戦略局,もと出城東工場アパート,建物あり,継続保有地,基準５,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=689,大阪府大阪市西成区出城２丁目3番,34.650475,135.491959,街区番号
2019,1914,西成区,長橋１丁目,17‐1外,6番,2173,こども青少年局,もと長橋第５保育所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=678,大阪府大阪市西成区長橋１丁目6番,34.647903,135.495453,街区番号
2019,1920‐2,西成区,長橋2丁目,2‐31外,4番,94,都市整備局,長橋住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=822,大阪府大阪市西成区長橋2丁目4番,34.648434,135.491745,街区番号
2019,1920‐1,西成区,長橋2丁目,4‐40外,5番,381,都市整備局（住環境整備課）,長橋住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=690,大阪府大阪市西成区長橋2丁目5番,34.64896,135.490829,街区番号
2019,1915,西成区,南開２丁目,42‐1,2番,1202,福祉局,もと文化温泉,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=682,大阪府大阪市西成区南開２丁目2番,34.651031,135.4897,街区番号
2019,1916,西成区,南開２丁目,42‐5,2番,2996,こども青少年局,もと長橋第１保育所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=679,大阪府大阪市西成区南開２丁目2番,34.651031,135.4897,街区番号
2020,1963,港区,池島２丁目,4‐14,4番,1149,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,空地,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=754,大阪府大阪市港区池島２丁目4番,34.657146,135.453812,街区番号
2020,1962‐1,港区,港晴１丁目,7‐3,7番,1333,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=739,大阪府大阪市港区港晴１丁目7番,34.656052,135.44339,街区番号
2020,1947,天王寺区,烏ヶ辻２丁目,114‐4,7番,2517,都市整備局,もと勝三住宅,駐車場,処分検討地,基準２,B,活用中,天王寺区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=723,大阪府大阪市天王寺区烏ヶ辻２丁目7番,34.656536,135.525543,街区番号
2020,1957,浪速区,浪速西３丁目,3‐3,6番,6951,市民局,もと大阪人権博物館,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=734,大阪府大阪市浪速区浪速西３丁目6番,34.654404,135.486572,街区番号
2020,1951,東淀川区,淡路１丁目,45‐2外,1番,6027,都市整備局,日之出第２住宅,空地,処分検討地,基準２,A,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=725,大阪府大阪市東淀川区淡路１丁目1番,34.73465,135.505981,街区番号
2020,1959,東成区,大今里西１丁目,7,22番,2256,水道局,もと今里営業所用地,空地,継続保有地,基準４,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=735,大阪府大阪市東成区大今里西１丁目22番,34.670853,135.541183,街区番号
2020,1956,生野区,生野東１丁目,12‐36外,5番,556,都市整備局（住環境整備課）,生野東第１住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=730,大阪府大阪市生野区生野東１丁目5番,34.650581,135.532227,街区番号
2020,1943,住吉区,千躰２丁目,41‐1,2番,273,健康局,もと沢之町休日急病診療所 ,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=720,大阪府大阪市住吉区千躰２丁目2番,34.607895,135.498993,街区番号
2020,1954,平野区,長吉六反５丁目,656‐1,7番,4198,都市整備局,長吉六反東住宅,空地,処分検討地,基準２,B,貸付可能,平野区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=728,大阪府大阪市平野区長吉六反５丁目7番,34.604633,135.585373,街区番号
2020,1953,平野区,長吉六反５丁目,670‐1,2番,3394,都市整備局,長吉六反東住宅,空地,処分検討地,基準２,B,貸付可能,平野区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=727,大阪府大阪市平野区長吉六反５丁目2番,34.606247,135.585373,街区番号
2020,1961,西成区,旭３丁目,8外,5番,10337,教育委員会,もと松之宮小学校,建物あり,処分検討地,基準２,B,活用中,西成区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=737,大阪府大阪市西成区旭３丁目5番,34.644688,135.488342,街区番号
2021,2001,港区,福崎２丁目,8‐1,8番,9907,水道局,港配水場用地,空地,処分検討地,基準２,A,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=742,大阪府大阪市港区福崎２丁目8番,34.650967,135.450516,街区番号
2021,1999,淀川区,加島１丁目,532‐1内外,34番,1022,福祉局,もと社会福祉施設用地（淀川区加島）,空地,継続保有地,基準５,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=752,大阪府大阪市淀川区加島１丁目34番,34.725285,135.458939,街区番号
2021,1994,東淀川区,西淡路6丁目,357‐2,1番,1783,建設局,もと国次抽水所,建物及び地下構造物,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=749,大阪府大阪市東淀川区西淡路6丁目1番,34.743961,135.507675,街区番号
2021,1983,生野区,新今里３丁目,8‐1 ,2番,174,福祉局,もと東中川老人憩の家 ,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=745,大阪府大阪市生野区新今里３丁目2番,34.66188,135.545319,街区番号
